C#,CNAME,PERIOD,CREDIT,TEACHER
1431,长跑,16.0,0.0,彭麟凯
1432,长跑,16.0,0.0,彭麟凯
1433,长跑,16.0,0.0,彭麟凯
1434,长跑,16.0,0.0,谢招福
1435,长跑,16.0,0.0,谢招福
1436,长跑,16.0,0.0,谢招福
1437,长跑,16.0,0.0,谢招福
1438,长跑,16.0,0.0,张蕾
1439,长跑,16.0,0.0,"张博昆,杨彦博"
1440,长跑,16.0,0.0,"张博昆,杨彦博"
1441,长跑,16.0,0.0,尚尧
1442,长跑,16.0,0.0,尚尧
1443,长跑,16.0,0.0,刘超洋
1444,长跑,16.0,0.0,刘超洋
1445,长跑,16.0,0.0,胡良楠
1446,长跑,16.0,0.0,胡良楠
1447,200米游泳,16.0,0.0,朱雪宇
1448,200米游泳,16.0,0.0,朱雪宇
1449,200米游泳,16.0,0.0,程立雪
1450,200米游泳,16.0,0.0,程立雪
1451,200米游泳,16.0,0.0,葛金琰
1452,200米游泳,16.0,0.0,葛金琰
1453,200米游泳,16.0,0.0,葛金琰
1454,200米游泳,16.0,0.0,葛金琰
1455,24式太极拳,16.0,0.0,洪流
1456,24式太极拳,16.0,0.0,张斌南
1457,24式太极拳,16.0,0.0,张斌南
1458,陆上赛艇,16.0,0.0,路海华
1459,陆上赛艇,16.0,0.0,路海华
1460,陆上赛艇,16.0,0.0,路海华
1461,陆上赛艇,16.0,0.0,路海华
1462,陆上赛艇,16.0,0.0,路海华
1463,陆上赛艇,16.0,0.0,路海华
1464,陆上赛艇,16.0,0.0,路海华
1465,陆上赛艇,16.0,0.0,路海华
1466,陆上赛艇,16.0,0.0,路海华
1467,陆上赛艇,16.0,0.0,路海华
1468,陆上赛艇,16.0,0.0,孙蔚
1469,陆上赛艇,16.0,0.0,孙蔚
1470,陆上赛艇,16.0,0.0,孙蔚
1471,陆上赛艇,16.0,0.0,孙蔚
1472,陆上赛艇,16.0,0.0,孙蔚
1473,陆上赛艇,16.0,0.0,孙蔚
1474,欧洲文明的现代历程,32.0,2.0,"张雨金,邱鹄,张莉,田鹏"
1475,逻辑思维与交流,32.0,2.0,"吉乐,成旻,邵娟,龚颖,牛莉"
1476,逻辑思维与交流,32.0,2.0,"吉乐,成旻,邵娟,龚颖,牛莉"
1477,跨文化学术交流基础,32.0,2.0,牛莉
1478,出国访学准备（钱学森学院）,32.0,2.0,牛莉
1479,出国访学准备（钱学森学院）,32.0,2.0,龚颖
1480,医学英语词汇（留）,48.0,3.0,范晓晖
1481,医学英语词汇（留）,48.0,3.0,范晓晖
1482,二外/英语-1,32.0,2.0,朱嘉春
1483,二外/英语-1,32.0,2.0,赵葆珉
1484,二外/英语-3,32.0,2.0,朱嘉春
1485,二外/英语-3,32.0,2.0,赵葆珉
1486,阅读与写作（少年班）2,32.0,2.0,成旻
1487,阅读与写作（少年班）2,32.0,2.0,成旻
1488,阅读与写作（少年班）2,32.0,2.0,成旻
1489,阅读与写作（少年班）2,32.0,2.0,牛莉
1490,阅读与写作（少年班）2,32.0,2.0,牛莉
1491,阅读与写作（少年班）2,32.0,2.0,龚颖
1492,阅读与写作（少年班）2,32.0,2.0,龚颖
1493,阅读与写作（少年班）2,32.0,2.0,龚颖
1494,交流与表达（少年班）2,32.0,2.0,成旻
1495,交流与表达（少年班）2,32.0,2.0,成旻
1496,交流与表达（少年班）2,32.0,2.0,成旻
1497,交流与表达（少年班）2,32.0,2.0,牛莉
1498,交流与表达（少年班）2,32.0,2.0,牛莉
1499,交流与表达（少年班）2,32.0,2.0,龚颖
1500,交流与表达（少年班）2,32.0,2.0,龚颖
1501,交流与表达（少年班）2,32.0,2.0,龚颖
1502,大学英语2（民族预科）,64.0,4.0,曹浩煊
1503,大学英语2（民族预科）,64.0,4.0,李蓓岚
1504,欧洲文化渊源,32.0,2.0,邱鹄
1505,欧洲文化渊源,32.0,2.0,邱鹄
1506,欧洲文化渊源,32.0,2.0,张丽娟
1507,欧洲文化渊源,32.0,2.0,张丽娟
1508,欧洲文化渊源,32.0,2.0,张丽娟
1509,欧洲文化渊源,32.0,2.0,张丽娟
1510,欧洲文化渊源,32.0,2.0,卢燕华
1511,欧洲文化渊源,32.0,2.0,卢燕华
1512,欧洲文化渊源,32.0,2.0,冯娟
1513,欧洲文化渊源,32.0,2.0,冯娟
1514,欧洲文化渊源,32.0,2.0,邱鹄
1515,欧洲文化渊源,32.0,2.0,邱鹄
1516,欧洲文化渊源,32.0,2.0,卢燕华
1517,欧洲文化渊源,32.0,2.0,卢燕华
1518,欧洲文化渊源,32.0,2.0,邱鹄
1519,欧洲文化渊源,32.0,2.0,邱鹄
1520,欧洲文化渊源,32.0,2.0,蔡宁
1521,欧洲文化渊源,32.0,2.0,蔡宁
1522,欧洲文化渊源,32.0,2.0,蔡宁
1523,欧洲文化渊源,32.0,2.0,蔡宁
1524,欧洲文化渊源,32.0,2.0,庞云青
1525,欧洲文化渊源,32.0,2.0,庞云青
1526,欧洲文化渊源,32.0,2.0,庞云青
1527,欧洲文化渊源,32.0,2.0,庞云青
1528,欧洲文化渊源,32.0,2.0,蔡宁
1529,欧洲文化渊源,32.0,2.0,蔡宁
1530,美国文化,32.0,2.0,司选海
1531,美国文化,32.0,2.0,司选海
1532,美国文化,32.0,2.0,司选海
1533,美国文化,32.0,2.0,司选海
1534,美国文化,32.0,2.0,王丽娟
1535,美国文化,32.0,2.0,王丽娟
1536,美国文化,32.0,2.0,尹转云
1537,美国文化,32.0,2.0,尹转云
1538,美国文化,32.0,2.0,尹转云
1539,美国文化,32.0,2.0,尹转云
1540,美国文化,32.0,2.0,刘琳
1541,美国文化,32.0,2.0,刘琳
1542,美国文化,32.0,2.0,王丽娟
1543,美国文化,32.0,2.0,王丽娟
1544,美国文化,32.0,2.0,赵亚军
1545,美国文化,32.0,2.0,赵亚军
1546,美国文化,32.0,2.0,刘琳
1547,美国文化,32.0,2.0,刘琳
1548,美国文化,32.0,2.0,赵亚军
1549,美国文化,32.0,2.0,赵亚军
1550,商务英语,32.0,2.0,陈丽
1551,商务英语,32.0,2.0,陈丽
1552,商务英语,32.0,2.0,陈丽
1553,商务英语,32.0,2.0,陈丽
1554,英语辩论,32.0,2.0,张静洁
1555,英语辩论,32.0,2.0,邹郝晶
1556,英语辩论,32.0,2.0,李瑞
1557,英语辩论,32.0,2.0,李瑞
1558,英语电影视听说,32.0,2.0,马琼
1559,英语电影视听说,32.0,2.0,马琼
1560,英语电影视听说,32.0,2.0,潘一
1561,英语电影视听说,32.0,2.0,潘一
1562,英语电影视听说,32.0,2.0,马琼
1563,英语电影视听说,32.0,2.0,马琼
1564,英语电影视听说,32.0,2.0,潘一
1565,英语电影视听说,32.0,2.0,闫秀荣
1566,英语电影视听说,32.0,2.0,闫秀荣
1567,英语电影视听说,32.0,2.0,闫秀荣
1568,英语电影视听说,32.0,2.0,闫秀荣
1569,英语学术论文写作,32.0,2.0,邵娟
1570,英语学术论文写作,32.0,2.0,邵娟
1571,英语学术论文写作,32.0,2.0,邵娟
1572,英语学术论文写作,32.0,2.0,葛冬梅
1573,英语学术论文写作,32.0,2.0,葛冬梅
1574,英语学术论文写作,32.0,2.0,马丽娜
1575,英语学术论文写作,32.0,2.0,马丽娜
1576,英语学术论文写作,32.0,2.0,阎小强
1577,英语学术论文写作,32.0,2.0,阎小强
1578,英语学术论文写作,32.0,2.0,阎小强
1579,英语学术论文写作,32.0,2.0,阎小强
1580,英语学术论文写作,32.0,2.0,马丽娜
1581,英语学术论文写作,32.0,2.0,马丽娜
1582,英语学术论文写作,32.0,2.0,葛冬梅
1583,英语学术论文写作,32.0,2.0,葛冬梅
1584,中国文化翻译,32.0,2.0,靳蓉
1585,中国文化翻译,32.0,2.0,焦晓凌
1586,中国文化翻译,32.0,2.0,许明
1587,中国文化翻译,32.0,2.0,赵晓英
1588,中国文化翻译,32.0,2.0,靳蓉
1589,中国文化翻译,32.0,2.0,焦晓凌
1590,中国文化翻译,32.0,2.0,许明
1591,中国文化翻译,32.0,2.0,赵晓英
1592,中国文化翻译,32.0,2.0,焦晓凌
1593,中国文化翻译,32.0,2.0,赵晓英
1594,中国文化翻译,32.0,2.0,焦晓凌
1595,中国文化翻译,32.0,2.0,赵晓英
1596,中国文化翻译,32.0,2.0,杨芳
1597,中国文化翻译,32.0,2.0,王雪梅
1598,中国文化翻译,32.0,2.0,杨芳
1599,中国文化翻译,32.0,2.0,王雪梅
1600,中国文化翻译,32.0,2.0,杨芳
1601,中国文化翻译,32.0,2.0,王雪梅
1602,中国文化翻译,32.0,2.0,杨芳
1603,中国文化翻译,32.0,2.0,王雪梅
1604,阅读与思辨,32.0,2.0,孙燕
1605,阅读与思辨,32.0,2.0,何宗昌
1606,阅读与思辨,32.0,2.0,王朝霖
1607,阅读与思辨,32.0,2.0,孙燕
1608,阅读与思辨,32.0,2.0,何宗昌
1609,阅读与思辨,32.0,2.0,王朝霖
1610,阅读与思辨,32.0,2.0,沙云翔
1611,阅读与思辨,32.0,2.0,沙云翔
1612,阅读与思辨,32.0,2.0,孙燕
1613,阅读与思辨,32.0,2.0,黑玉芬
1614,阅读与思辨,32.0,2.0,曹扬波
1615,阅读与思辨,32.0,2.0,孙燕
1616,阅读与思辨,32.0,2.0,黑玉芬
1617,阅读与思辨,32.0,2.0,曹扬波
1618,阅读与思辨,32.0,2.0,崔延红
1619,阅读与思辨,32.0,2.0,黑玉芬
1620,阅读与思辨,32.0,2.0,曹扬波
1621,阅读与思辨,32.0,2.0,崔延红
1622,阅读与思辨,32.0,2.0,崔延红
1623,阅读与思辨,32.0,2.0,王朝霖
1624,阅读与思辨,32.0,2.0,王朝霖
1625,阅读与思辨,32.0,2.0,何宗昌
1626,阅读与思辨,32.0,2.0,何宗昌
1627,英语写作基础,32.0,2.0,杨亭
1628,英语写作基础,32.0,2.0,杨亭
1629,英语写作基础,32.0,2.0,杨亭
1630,英语写作基础,32.0,2.0,杨亭
1631,雅思写作,32.0,2.0,杨扬
1632,雅思写作,32.0,2.0,杨扬
1633,雅思写作,32.0,2.0,范璐
1634,雅思写作,32.0,2.0,范璐
1635,雅思写作,32.0,2.0,王东
1636,雅思写作,32.0,2.0,王东
1637,沟通与文化交流,32.0,2.0,许明
1638,沟通与文化交流,32.0,2.0,许明
1639,沟通与文化交流,32.0,2.0,靳蓉
1640,沟通与文化交流,32.0,2.0,靳蓉
1641,沟通与文化交流,32.0,2.0,许颖
1642,沟通与文化交流,32.0,2.0,许颖
1643,沟通与文化交流,32.0,2.0,许颖
1644,沟通与文化交流,32.0,2.0,许颖
1645,雅思口语,32.0,2.0,曹兴潭
1646,雅思口语,32.0,2.0,曹兴潭
1647,雅思口语,32.0,2.0,田鹏
1648,雅思口语,32.0,2.0,田鹏
1649,雅思口语,32.0,2.0,田鹏
1650,雅思口语,32.0,2.0,田鹏
1651,雅思口语,32.0,2.0,JAKONIA GIORGI
1652,雅思口语,32.0,2.0,JAKONIA GIORGI
1653,雅思口语,32.0,2.0,JAKONIA GIORGI
1654,雅思口语,32.0,2.0,杨扬
1655,雅思口语,32.0,2.0,杨扬
1656,雅思口语,32.0,2.0,何惠勤
1657,雅思口语,32.0,2.0,钱希
1658,雅思口语,32.0,2.0,何惠勤
1659,雅思口语,32.0,2.0,钱希
1660,雅思口语,32.0,2.0,JAKONIA GIORGI
1661,雅思口语,32.0,2.0,JAKONIA GIORGI
1662,雅思口语,32.0,2.0,何惠勤
1663,雅思口语,32.0,2.0,何惠勤
1664,TED英语视听说I,32.0,2.0,李瑛
1665,TED英语视听说I,32.0,2.0,李瑛
1666,TED英语视听说I,32.0,2.0,李瑛
1667,TED英语视听说I,32.0,2.0,李瑛
1668,TED 英语视听说II,32.0,2.0,郑青
1669,TED 英语视听说II,32.0,2.0,郑青
1670,TED 英语视听说II,32.0,2.0,孙长虹
1671,TED 英语视听说II,32.0,2.0,孙长虹
1672,TED 英语视听说II,32.0,2.0,朱立芸
1673,TED 英语视听说II,32.0,2.0,孙长虹
1674,TED 英语视听说II,32.0,2.0,朱立芸
1675,TED 英语视听说II,32.0,2.0,许梅
1676,TED 英语视听说II,32.0,2.0,朱立芸
1677,TED 英语视听说II,32.0,2.0,许梅
1678,TED 英语视听说II,32.0,2.0,孙长虹
1679,TED 英语视听说II,32.0,2.0,朱立芸
1680,TED 英语视听说II,32.0,2.0,卫朝霞
1681,TED 英语视听说II,32.0,2.0,卫朝霞
1682,TED 英语视听说II,32.0,2.0,卫朝霞
1683,TED 英语视听说II,32.0,2.0,卫朝霞
1684,TED 英语视听说II,32.0,2.0,郑青
1685,TED 英语视听说II,32.0,2.0,郑青
1686,TED 英语视听说II,32.0,2.0,许梅
1687,新一代大学英语,32.0,2.0,杜文博
1688,新一代大学英语,32.0,2.0,杜文博
1689,医学英语术语,32.0,2.0,张鹏
1690,医学英语术语,32.0,2.0,张鹏
1691,医学英语术语,32.0,2.0,张鹏
1692,医学英语术语,32.0,2.0,张鹏
1693,医学英语术语,32.0,2.0,张鹏
1694,医学英语术语,32.0,2.0,张鹏
1695,医学英语术语,32.0,2.0,黄奕
1696,医学英语术语,32.0,2.0,黄奕
1697,医学英语术语,32.0,2.0,黄奕
1698,医学英语术语,32.0,2.0,黄奕
1699,医学英语术语,32.0,2.0,冯娟
1700,医学英语术语,32.0,2.0,冯娟
1701,医学英语术语,32.0,2.0,冯娟
1702,医学英语术语,32.0,2.0,冯娟
1703,医学英语术语,32.0,2.0,詹菊红
1704,医学英语术语,32.0,2.0,詹菊红
1705,医学英语术语,32.0,2.0,詹菊红
1706,医学英语术语,32.0,2.0,詹菊红
1707,医学英语术语,32.0,2.0,晏国莉
1708,医学英语术语,32.0,2.0,晏国莉
1709,医学英语术语,32.0,2.0,晏国莉
1710,医学英语术语,32.0,2.0,晏国莉
1711,医学英语术语,32.0,2.0,彭凤玲
1712,医学英语术语,32.0,2.0,彭凤玲
1713,医学英语术语,32.0,2.0,董艳云
1714,国际人才英语,32.0,2.0,张静洁
1715,国际人才英语,32.0,2.0,张静洁
1716,国际人才英语,32.0,2.0,张静洁
1717,国际人才英语,32.0,2.0,邹郝晶
1718,国际人才英语,32.0,2.0,牛江
1719,国际人才英语,32.0,2.0,牛江
1720,国际人才英语,32.0,2.0,牛江
1721,国际人才英语,32.0,2.0,牛江
1722,国际人才英语,32.0,2.0,牛江
1723,国际人才英语,32.0,2.0,牛江
1724,国际人才英语,32.0,2.0,李瑞
1725,国际人才英语,32.0,2.0,李瑞
1726,理解当代中国：英语读写,32.0,2.0,高洋
1727,理解当代中国：英语读写,32.0,2.0,高洋
1728,理解当代中国：英语读写,32.0,2.0,杜文博
1729,英语语法,32.0,2.0,"陈向京,张蕾"
1730,英语语法,32.0,2.0,"陈向京,张蕾"
1731,英语语法,32.0,2.0,"陈向京,张蕾"
1732,语言学概论,32.0,2.0,"张蕾,杨瑞英,张晓鹏"
1733,语言学概论,32.0,2.0,"杨瑞英,张蕾,张晓鹏"
1734,语言学概论,32.0,2.0,"杨瑞英,张蕾,张晓鹏"
1735,语言学概论,32.0,2.0,"杨瑞英,张蕾,张晓鹏"
1736,美国文学史及选读（日英方向）,32.0,2.0,邹敏
1737,综合英语（日英方向）I-2,64.0,4.0,"李莹,曹浩煊"
1738,英语视听说（日英方向）-2,32.0,2.0,张莉
1739,美国文学史及选读-2,32.0,2.0,"杜丽霞,邹敏"
1740,美国文学史及选读-2,32.0,2.0,"杜丽霞,邹敏"
1741,美国文学史及选读-2,32.0,2.0,"杜丽霞,邹敏"
1742,美国文学史及选读-2,32.0,2.0,"杜丽霞,邹敏"
1743,口译实务-2,24.0,1.5,"李雅丽,常虹"
1744,口译实务-2,24.0,1.5,"李雅丽,常虹"
1745,口译实务-2,24.0,1.5,"李雅丽,常虹"
1746,口译实务-2,24.0,1.5,"李雅丽,常虹"
1747,英语演讲,32.0,2.0,刘睿
1748,英语演讲,32.0,2.0,刘睿
1749,英语演讲,32.0,2.0,刘睿
1750,笔译-2,24.0,1.5,张敏
1751,笔译-2,24.0,1.5,张敏
1752,笔译-2,24.0,1.5,张敏
1753,笔译-2,24.0,1.5,张敏
1754,英语写作-2,32.0,2.0,彭凤玲
1755,英语写作-2,32.0,2.0,彭凤玲
1756,英语写作-2,32.0,2.0,彭凤玲
1757,综合英语：文学,48.0,3.0,王非
1758,综合英语：文学,48.0,3.0,黄平安
1759,综合英语：文学,48.0,3.0,黄平安
1760,英语视听说-2,32.0,2.0,张莉
1761,英语视听说-2,32.0,2.0,董艳云
1762,英语视听说-2,32.0,2.0,董艳云
1763,综合英语：哲学,48.0,3.0,王非
1764,综合英语：哲学,48.0,3.0,赵葆珉
1765,综合英语：哲学,48.0,3.0,李莹
1766,综合英语：哲学,48.0,3.0,李莹
1767,英语写作-4,32.0,2.0,范晓晖
1768,英语写作-4,32.0,2.0,范晓晖
1769,英语写作-4,32.0,2.0,范晓晖
1770,英语写作-4,32.0,2.0,范晓晖
1771,英国文学史及选读,48.0,3.0,曹兴潭
1772,英国文学史及选读,48.0,3.0,曹兴潭
1773,英国文学史及选读,48.0,3.0,曹兴潭
1774,英国文学史及选读,48.0,3.0,曹兴潭
1775,诗歌赏析与翻译,16.0,1.0,曹浩煊
1776,诗歌赏析与翻译,16.0,1.0,曹浩煊
1777,英美戏剧,32.0,2.0,KALAYCI HASAN HUSEYIN
1778,英美戏剧,32.0,2.0,KALAYCI HASAN HUSEYIN
1779,文化批评：理论与实践,16.0,1.0,史鹏路
1780,二语习得,32.0,2.0,杨文纯
1781,二语习得,32.0,2.0,杨文纯
1782,应用语言学概论,16.0,1.0,"张蕾,张晓鹏"
1783,应用语言学概论,16.0,1.0,"张蕾,张晓鹏"
1784,国际交流演讲与辩论,32.0,2.0,楚建伟
1785,国际交流演讲与辩论,32.0,2.0,楚建伟
1786,国际交流演讲与辩论,32.0,2.0,楚建伟
1787,国际交流演讲与辩论,32.0,2.0,楚建伟
1788,国际交流演讲与辩论,32.0,2.0,胡洁
1789,国际交流演讲与辩论,32.0,2.0,胡洁
1790,国际交流演讲与辩论,32.0,2.0,胡洁
1791,国际交流演讲与辩论,32.0,2.0,胡洁
1792,托福强化,32.0,2.0,林玉萍
1793,托福强化,32.0,2.0,林玉萍
1794,托福强化,32.0,2.0,林玉萍
1795,托福强化,32.0,2.0,林玉萍
1796,托福强化,32.0,2.0,庞加光
1797,托福强化,32.0,2.0,庞加光
1798,英语学术写作与展示,32.0,2.0,吴萍
1799,英语学术写作与展示,32.0,2.0,吴萍
1800,英语学术写作与展示,32.0,2.0,吴萍
1801,英语学术写作与展示,32.0,2.0,吴萍
1802,英语学术写作与展示,32.0,2.0,李小棉
1803,英语学术写作与展示,32.0,2.0,李小棉
1804,英语学术写作与展示,32.0,2.0,李小棉
1805,英语学术写作与展示,32.0,2.0,李小棉
1806,国别与区域研究方法导论,32.0,2.0,冯广宜
1807,R语言数据处理,32.0,2.0,李阳萍
1808,R语言数据处理,32.0,2.0,李阳萍
1809,英汉语言对比研究,32.0,2.0,李莹
1810,国际关系导论,32.0,2.0,赵葆珉
1811,国际关系导论,32.0,2.0,赵葆珉
1812,理论语言学入门,32.0,2.0,"袁芳,魏行,杨文纯"
1813,理论语言学入门,32.0,2.0,"袁芳,魏行,杨文纯"
1814,英语视听说-4,48.0,3.0,"吴洁莹,KALAYCI HASAN HUSEYIN"
1815,英语视听说-4,48.0,3.0,"吴洁莹,KALAYCI HASAN HUSEYIN"
1816,英语听说实践-2,32.0,1.0,KALAYCI HASAN HUSEYIN
1817,英语听说实践-2,32.0,1.0,KALAYCI HASAN HUSEYIN
1818,英语听说实践-2,32.0,1.0,KALAYCI HASAN HUSEYIN
1819,创新创业项目,32.0,1.0,张蕾
1820,创新创业项目,32.0,1.0,张蕾
1821,创新创业项目,32.0,1.0,张蕾
1822,创新创业项目,32.0,1.0,张蕾
1823,模拟联合国实践,32.0,1.0,李莹
1824,模拟联合国实践,32.0,1.0,李莹
1825,模拟联合国实践,32.0,1.0,李莹
1826,模拟联合国实践,32.0,1.0,李莹
1827,英语读写实践-2：理解当代中国,16.0,0.5,王非
1828,英语读写实践-2：理解当代中国,16.0,0.5,赵葆珉
1829,英语读写实践-2：理解当代中国,16.0,0.5,王非
1830,英文辩论实践,32.0,1.0,刘睿
1831,英文辩论实践,32.0,1.0,刘睿
1832,英文辩论实践,32.0,1.0,董艳云
1833,英文辩论实践,32.0,1.0,董艳云
1834,二外/西班牙语-2,64.0,4.0,田沛
1835,二外/法语-2,64.0,4.0,樊静薇
1836,法语视听说III-2,16.0,1.0,曾珠
1837,综合法语III-2,96.0,6.0,寇媛媛
1838,基础法语精读I-2,128.0,8.0,"孟丽娜,曾珠"
1839,法语写作-1,16.0,1.0,BAROT OLIVIER CYRIL
1840,基础法语精读II-2,128.0,8.0,"李文君,樊静薇"
1841,初级法语-2,96.0,6.0,郭琳
1842,基础法语视听说-2,32.0,2.0,曾珠
1843,中级法语视听说-2,32.0,2.0,孟丽娜
1844,法语报刊选读,16.0,1.0,BAROT OLIVIER CYRIL
1845,旅游法语,16.0,1.0,李文君
1846,法语国家及地区文化,16.0,1.0,BAROT OLIVIER CYRIL
1847,现当代法语文学导读,16.0,1.0,臧小佳
1848,基础法语视听说-1,32.0,2.0,曾珠
1849,法国美食文化,32.0,2.0,BAROT OLIVIER CYRIL
1850,法语系统语法,32.0,2.0,郭琳
1851,中法跨文化交际,32.0,2.0,BAROT OLIVIER CYRIL
1852,法语阅读写作实践,32.0,1.0,BAROT OLIVIER CYRIL
1853,创新创业项目,32.0,1.0,寇媛媛
1854,二外/德语-2,64.0,4.0,钟游
1855,德语基础口语,32.0,2.0,何小超
1856,基础德语,96.0,6.0,何小超
1857,德语欧标写作,32.0,2.0,何小超
1858,德语欧标阅读,32.0,2.0,何小超
1859,德语欧标口语,32.0,2.0,何小超
1860,德语欧标听力,32.0,2.0,何小超
1861,中级德语-2,96.0,6.0,赵欣
1862,基础德语视听说-3,32.0,2.0,何小超
1863,中华诗词创作入门,32.0,2.0,"李明,金中"
1864,“丝绸之路”文学史话,32.0,2.0,"范文娟,任婉尘"
1865,“丝绸之路”文学史话,32.0,2.0,"范文娟,任婉尘"
1866,英语演讲艺术,32.0,2.0,"刘睿,吉乐"
1867,英语演讲艺术,32.0,2.0,张莉
1868,英语经典阅读：《西行漫记》与《老人与海》,16.0,1.0,"曹浩煊,曹兴潭"
1869,英语经典阅读：《西行漫记》与《老人与海》,16.0,1.0,"曹浩煊,曹兴潭"
1870,莎士比亚戏剧名段赏读,16.0,1.0,"靳蓉,朱嘉春,杨芳"
1871,莎士比亚戏剧名段赏读,16.0,1.0,"靳蓉,朱嘉春,杨芳"
1872,中亚文明史,32.0,2.0,李万春
1873,中亚文明史,32.0,2.0,李万春
1874,古代阿拉伯文明史,32.0,2.0,"李万春,任婉尘"
1875,古代阿拉伯文明史,32.0,2.0,"李万春,任婉尘"
1876,日本社会与文化,32.0,2.0,王晶
1877,日本社会与文化,32.0,2.0,孙莉
1878,西班牙语语言与文化,64.0,4.0,田沛
1879,西班牙语语言与文化,64.0,4.0,曾楚卉
1880,西班牙语语言与文化,64.0,4.0,曾楚卉
1881,中阿语言文化交际与实践,64.0,4.0,任婉尘
1882,德语区语言与文化,64.0,4.0,何小超
1883,德语区语言与文化,64.0,4.0,何小超
1884,德语区语言与文化,64.0,4.0,邹莹
1885,德语区语言与文化,64.0,4.0,邹莹
1886,德语区语言与文化,64.0,4.0,钟游
1887,俄罗斯语言与文化,64.0,4.0,彭玲
1888,俄罗斯语言与文化,64.0,4.0,刘彦晶
1889,世界文明与跨文化沟通,32.0,2.0,"方菁,卢燕华,李蓓岚,郭继荣"
1890,世界文明与跨文化沟通,32.0,2.0,"方菁,卢燕华,李蓓岚,郭继荣"
1891,心理、行为与文化,32.0,2.0,"赵荣,姚昭"
1892,西方文明史,32.0,2.0,范文娟
1893,西方文明史,32.0,2.0,范文娟
1894,英语词源与文化,16.0,1.0,"杨蕾,史文霞,马丽娜"
1895,英语词源与文化,16.0,1.0,"杨蕾,史文霞,马丽娜"
1896,英语词源与文化,16.0,1.0,"杨蕾,史文霞,马丽娜"
1897,英语词源与文化,16.0,1.0,"杨蕾,史文霞,马丽娜"
1898,二外/日语-2,64.0,4.0,"曹红荃,任宏昊"
1899,日语基础,32.0,2.0,"沈丽芳,张文丽"
1900,日语基础,32.0,2.0,"任宏昊,曹红荃"
1901,日语口译,32.0,2.0,"沈丽芳,孙莉"
1902,日语学术论文特征与写作,32.0,2.0,"霍士富,曹红荃,范夏苇,任宏昊,时渝轩"
1903,基础日语,90.0,6.0,"沈丽芳,任宏昊,范夏苇"
1904,日语写作,32.0,2.0,"YAZAKI MASAKAZU,KANETO SACHIKO"
1905,综合日语听说,32.0,2.0,"YAZAKI MASAKAZU,KANETO SACHIKO"
1906,综合日语,60.0,4.0,孙莉
1907,日语会话,32.0,2.0,"任宏昊,沈丽芳"
1908,日语语言学概论,32.0,2.0,"张伟莉,任宏昊,曹红荃"
1909,日语听说Ⅲ-2,32.0,2.0,KANETO SACHIKO
1910,综合日语Ⅲ-2,64.0,4.0,KUGAWA MICHITAKE
1911,日语视听说-2,32.0,2.0,王晶
1912,日语视听说-2,32.0,2.0,沈丽芳
1913,基础日语-2,96.0,6.0,"沈丽芳,YAZAKI MASAKAZU"
1914,基础日语-2,96.0,6.0,"YAZAKI MASAKAZU,王晶"
1915,基础日语-4,96.0,6.0,"孙莉,KANETO SACHIKO"
1916,基础日语-4,96.0,6.0,"张伟莉,KANETO SACHIKO"
1917,日语基础写作,32.0,2.0,KUGAWA MICHITAKE
1918,日语视听说-4,32.0,2.0,张伟莉
1919,日语视听说-4,32.0,2.0,孙莉
1920,日语阅读,32.0,2.0,"曹红荃,张伟莉,张文丽"
1921,日本现代社会,32.0,2.0,张长安
1922,日语会话-2,32.0,2.0,KUGAWA MICHITAKE
1923,日语会话-2,32.0,2.0,KUGAWA MICHITAKE
1924,日语会话-4,32.0,2.0,YAZAKI MASAKAZU
1925,日语会话-4,32.0,2.0,YAZAKI MASAKAZU
1926,中级日语综合实践,16.0,1.0,"孙莉,张伟莉"
1927,演讲与辩论实训,32.0,1.0,KANETO SACHIKO
1928,演讲与辩论实训,32.0,1.0,KANETO SACHIKO
