S#,C#,GRADE
50516214,1010,71
50516214,1214,43
50516214,3409,70
50516214,0283,91
50516214,2293,67
50516214,1824,62
50516214,2545,43
50516214,1480,84
50516214,1882,43
50516214,0823,85
50516214,2046,87
50516214,2454,43
50516214,0252,86
50516214,0917,35
50516214,2576,97
50516214,3020,93
50516214,1370,93
50516214,1743,85
50516214,2076,90
57697509,2112,50
57697509,1293,34
57697509,2497,53
57697509,0280,62
57697509,1851,64
57697509,3191,37
57697509,0134,82
57697509,1583,72
57697509,3214,55
57697509,0621,68
57697509,0513,98
57697509,1761,62
57697509,2063,91
57697509,2344,75
57697509,3621,71
57697509,3628,73
57697509,2589,63
57697509,3328,69
57697509,3483,87
57697509,1900,81
42977486,2220,77
42977486,1999,80
42977486,1975,58
42977486,2169,97
42977486,0651,69
42977486,1574,66
42977486,2677,69
42977486,0752,39
42977486,2189,36
42977486,0106,86
42977486,0728,97
42977486,2487,33
42977486,3452,30
42977486,2815,84
42977486,3625,59
42977486,0974,45
42977486,2706,99
42977486,0710,95
42977486,0985,93
42977486,0510,82
15771818,1833,64
15771818,1291,64
15771818,1510,41
15771818,3416,45
15771818,2681,72
15771818,1439,48
15771818,2290,74
15771818,2488,75
15771818,1694,40
15771818,0106,79
15771818,1417,52
15771818,2294,81
15771818,2186,52
15771818,0746,61
15771818,0351,69
15771818,1077,73
15771818,2865,85
15771818,1145,100
15771818,1484,86
15771818,0029,82
13952861,2081,95
13952861,2123,94
13952861,2286,100
13952861,3284,97
13952861,1382,58
13952861,0400,81
13952861,2743,43
13952861,2896,86
13952861,2316,99
13952861,0868,35
13952861,3460,59
13952861,2887,51
13952861,3320,40
13952861,0859,46
13952861,3238,67
13952861,3390,93
13952861,0739,37
13952861,2790,80
13952861,2844,47
13952861,1404,80
10971626,2486,50
10971626,0693,74
10971626,0226,82
10971626,3193,42
10971626,3648,34
10971626,0694,36
10971626,1119,40
10971626,0207,70
10971626,0517,74
10971626,2367,33
10971626,3576,43
10971626,0946,68
10971626,1832,56
10971626,0307,76
10971626,2944,65
10971626,2694,41
10971626,2277,37
10971626,3167,56
10971626,1512,36
10971626,2673,46
31166124,1638,95
31166124,1418,38
31166124,2802,98
31166124,1016,57
31166124,1431,94
31166124,0029,43
31166124,0931,41
31166124,0597,87
31166124,2549,84
31166124,1859,52
31166124,2425,48
31166124,1907,34
31166124,1699,94
31166124,2363,50
31166124,2278,61
31166124,1240,83
31166124,2471,40
31166124,2558,61
31166124,3336,48
31166124,0284,80
61604140,0927,91
61604140,2275,39
61604140,2279,52
61604140,2410,73
61604140,2745,54
61604140,0513,88
61604140,0857,82
61604140,2037,93
61604140,1524,58
61604140,0623,68
61604140,2206,73
61604140,2996,93
61604140,2957,79
61604140,3555,63
61604140,1521,67
61604140,0056,40
61604140,0273,47
61604140,0683,65
61604140,1594,99
61604140,0352,40
13023214,0535,90
13023214,0915,91
13023214,2843,58
13023214,1406,56
13023214,0045,71
13023214,2362,63
13023214,1830,95
13023214,1681,51
13023214,2403,96
13023214,0751,98
13023214,1317,60
13023214,2451,63
13023214,0696,82
13023214,3173,55
13023214,3126,92
13023214,0154,52
13023214,0767,75
13023214,1414,43
13023214,3477,84
13023214,1322,88
32417380,0887,94
32417380,2015,40
32417380,3501,56
32417380,1581,53
32417380,0305,54
32417380,1312,81
32417380,0353,58
32417380,0979,70
32417380,1025,88
32417380,2485,49
32417380,1431,40
32417380,2626,34
32417380,2187,30
32417380,3399,49
32417380,2133,64
32417380,3555,75
32417380,0408,43
32417380,3433,54
32417380,1238,54
32417380,1090,87
66380191,0376,31
66380191,3668,59
66380191,3250,74
66380191,0086,86
66380191,3035,51
66380191,1851,96
66380191,0441,41
66380191,0187,33
66380191,3185,38
66380191,1187,72
66380191,2443,61
66380191,1523,93
66380191,0777,52
66380191,0188,32
66380191,1330,53
66380191,3077,42
66380191,1310,37
66380191,1217,42
66380191,2705,56
66380191,2728,49
76784940,2304,81
76784940,2124,33
76784940,2314,47
76784940,1138,98
76784940,0010,55
76784940,2702,78
76784940,2688,74
76784940,2477,40
76784940,3120,51
76784940,1222,79
76784940,2327,67
76784940,3295,74
76784940,1003,48
76784940,0045,53
76784940,1105,60
76784940,1303,63
76784940,3312,83
76784940,3447,67
76784940,0792,74
76784940,3361,40
32092250,1922,39
32092250,3565,51
32092250,3382,83
32092250,1302,86
32092250,1072,56
32092250,0946,68
32092250,1677,74
32092250,0663,37
32092250,0985,78
32092250,3514,77
32092250,2854,81
32092250,2204,79
32092250,0539,41
32092250,0020,38
32092250,0071,85
32092250,0868,63
32092250,1719,100
32092250,0486,62
32092250,1670,89
32092250,1703,96
42874165,0446,83
42874165,3485,57
42874165,0460,76
42874165,3667,76
42874165,0444,80
42874165,2408,37
42874165,1190,48
42874165,1193,81
42874165,1647,91
42874165,1290,35
42874165,1504,65
42874165,1300,34
42874165,2165,82
42874165,1811,43
42874165,2634,83
42874165,1373,48
42874165,0813,70
42874165,0427,48
42874165,3418,73
42874165,1351,49
21992998,3149,70
21992998,1324,98
21992998,0089,62
21992998,3450,65
21992998,1308,62
21992998,2085,83
21992998,1316,76
21992998,1221,52
21992998,1352,33
21992998,3291,83
21992998,3527,100
21992998,2996,62
21992998,0356,70
21992998,2624,53
21992998,0433,51
21992998,2608,63
21992998,2164,100
21992998,1098,37
21992998,3313,64
21992998,3250,87
83301637,2896,31
83301637,1606,51
83301637,1601,58
83301637,1491,53
83301637,2496,70
83301637,0952,34
83301637,1811,98
83301637,3576,91
83301637,1737,33
83301637,1396,31
83301637,1706,88
83301637,1055,98
83301637,3337,99
83301637,1503,81
83301637,3368,94
83301637,2264,52
83301637,2137,35
83301637,1808,96
83301637,1882,45
83301637,2227,54
68950676,1060,63
68950676,2242,40
68950676,0075,89
68950676,0273,94
68950676,3463,100
68950676,3674,31
68950676,2459,43
68950676,0444,42
68950676,2382,58
68950676,1958,99
68950676,0981,54
68950676,2496,74
68950676,2191,86
68950676,0649,84
68950676,0140,41
68950676,2158,66
68950676,0741,31
68950676,2233,95
68950676,0686,58
68950676,1651,65
28889585,1358,84
28889585,1299,54
28889585,1439,83
28889585,2004,65
28889585,2362,31
28889585,3237,43
28889585,2035,83
28889585,2458,97
28889585,0834,91
28889585,2522,37
28889585,1571,34
28889585,2176,75
28889585,3266,95
28889585,3147,49
28889585,3017,82
28889585,1894,69
28889585,1864,54
28889585,0273,82
28889585,1246,66
28889585,2440,69
91476606,2765,88
91476606,2883,78
91476606,2639,63
91476606,3211,37
91476606,1134,86
91476606,0128,64
91476606,2753,86
91476606,1392,90
91476606,0947,79
91476606,2944,59
91476606,3412,78
91476606,1732,60
91476606,1825,47
91476606,1325,33
91476606,2024,36
91476606,2361,48
91476606,1198,91
91476606,0122,43
91476606,2328,91
91476606,0744,56
27446785,0898,30
27446785,0876,30
27446785,2292,86
27446785,2270,74
27446785,0200,88
27446785,0460,89
27446785,1407,49
27446785,1694,55
27446785,2968,89
27446785,3151,60
27446785,0296,40
27446785,2197,89
27446785,0989,45
27446785,0387,78
27446785,0399,73
27446785,1034,76
27446785,0010,45
27446785,1229,92
27446785,3502,57
27446785,0476,59
59717163,0474,91
59717163,2325,97
59717163,2584,87
59717163,1999,74
59717163,0012,30
59717163,0321,96
59717163,1269,92
59717163,1595,47
59717163,1525,98
59717163,1337,35
59717163,2214,31
59717163,0547,41
59717163,1117,58
59717163,0643,74
59717163,0130,56
59717163,1790,47
59717163,2127,45
59717163,2063,66
59717163,3302,91
59717163,0079,98
38196123,2978,31
38196123,0242,89
38196123,1444,61
38196123,2031,61
38196123,1003,99
38196123,0149,94
38196123,3356,34
38196123,0923,83
38196123,1956,31
38196123,0564,86
38196123,3597,46
38196123,2406,78
38196123,0547,76
38196123,0396,92
38196123,1289,37
38196123,1027,40
38196123,0015,67
38196123,1680,51
38196123,0790,71
38196123,1590,98
19693585,2338,89
19693585,1432,78
19693585,0098,48
19693585,2192,82
19693585,2259,80
19693585,2115,62
19693585,0584,91
19693585,1662,35
19693585,2026,40
19693585,1569,84
19693585,0047,43
19693585,1480,36
19693585,3593,96
19693585,2475,42
19693585,1979,66
19693585,2769,77
19693585,0119,45
19693585,0024,66
19693585,0271,77
19693585,2678,51
50287400,3611,73
50287400,0016,95
50287400,1030,100
50287400,0653,46
50287400,0851,66
50287400,1791,39
50287400,2891,75
50287400,3049,67
50287400,1250,52
50287400,3662,57
50287400,3005,95
50287400,3017,67
50287400,2292,71
50287400,0575,47
50287400,3672,57
50287400,1895,58
50287400,1700,44
50287400,1072,51
50287400,2773,31
50287400,2077,44
15723506,1052,59
15723506,2828,85
15723506,2156,47
15723506,0184,65
15723506,3544,97
15723506,0060,86
15723506,3667,50
15723506,1741,52
15723506,1707,92
15723506,2392,95
15723506,2032,59
15723506,1164,76
15723506,0433,44
15723506,1441,39
15723506,2793,59
15723506,0236,46
15723506,0894,35
15723506,1374,81
15723506,1673,36
15723506,3280,88
98149393,2696,64
98149393,1060,57
98149393,0327,59
98149393,0107,60
98149393,0026,95
98149393,2565,72
98149393,2597,65
98149393,0355,97
98149393,2663,30
98149393,1179,36
98149393,1560,68
98149393,2555,31
98149393,0182,30
98149393,3196,86
98149393,1998,39
98149393,2606,87
98149393,1257,72
98149393,3059,98
98149393,1184,42
98149393,2638,73
85410217,3027,61
85410217,2570,34
85410217,1294,54
85410217,2674,82
85410217,0335,33
85410217,0771,60
85410217,1877,44
85410217,2117,82
85410217,0339,55
85410217,1264,31
85410217,1183,61
85410217,0214,84
85410217,0228,98
85410217,1295,68
85410217,1956,89
85410217,3312,56
85410217,3498,36
85410217,2823,48
85410217,3034,67
85410217,0887,42
82559292,2988,99
82559292,0603,81
82559292,3321,54
82559292,2621,65
82559292,3051,48
82559292,1479,68
82559292,3454,80
82559292,2029,79
82559292,2436,60
82559292,0936,94
82559292,0299,100
82559292,2823,43
82559292,1846,32
82559292,3303,80
82559292,0005,41
82559292,1656,88
82559292,2281,97
82559292,3155,53
82559292,1047,70
82559292,0992,42
19044525,2582,99
19044525,1399,42
19044525,2281,48
19044525,0866,73
19044525,1092,36
19044525,3105,79
19044525,3250,54
19044525,2547,90
19044525,1349,59
19044525,3102,39
19044525,2673,86
19044525,0589,100
19044525,0702,98
19044525,1795,86
19044525,2554,77
19044525,2742,71
19044525,1549,91
19044525,2645,43
19044525,3339,89
19044525,2868,88
41121202,1598,48
41121202,2347,83
41121202,1548,34
41121202,0807,57
41121202,2265,45
41121202,1177,42
41121202,0026,74
41121202,0173,55
41121202,3108,88
41121202,2976,43
41121202,0200,66
41121202,2726,30
41121202,2537,48
41121202,1412,94
41121202,0961,56
41121202,0499,46
41121202,2107,55
41121202,3566,55
41121202,0156,42
41121202,0470,77
14228004,1237,96
14228004,3546,50
14228004,0343,60
14228004,1172,85
14228004,2000,52
14228004,1489,61
14228004,0191,41
14228004,1425,100
14228004,3373,35
14228004,0394,43
14228004,0350,88
14228004,2018,42
14228004,3629,86
14228004,0286,33
14228004,0247,74
14228004,2532,57
14228004,1151,69
14228004,2169,81
14228004,3564,98
14228004,0238,93
47627464,0601,42
47627464,2693,87
47627464,0087,31
47627464,2297,70
47627464,2034,98
47627464,1487,87
47627464,2280,50
47627464,1955,40
47627464,0577,93
47627464,0365,51
47627464,0018,82
47627464,2216,66
47627464,2104,49
47627464,2662,42
47627464,2238,91
47627464,0480,50
47627464,3674,69
47627464,3189,39
47627464,2518,43
47627464,2622,34
76040046,1670,73
76040046,0927,48
76040046,3458,75
76040046,0456,36
76040046,3273,85
76040046,1684,50
76040046,0828,100
76040046,0565,77
76040046,2375,99
76040046,0277,70
76040046,1976,65
76040046,2974,61
76040046,0107,73
76040046,1325,99
76040046,0729,75
76040046,1677,53
76040046,0480,80
76040046,2143,39
76040046,0893,45
76040046,0823,32
48678588,3351,76
48678588,0611,37
48678588,1301,49
48678588,0246,37
48678588,3568,33
48678588,1997,34
48678588,0119,47
48678588,2186,92
48678588,3486,37
48678588,3397,39
48678588,1293,64
48678588,2212,46
48678588,3201,33
48678588,0529,60
48678588,0634,81
48678588,0851,79
48678588,1152,76
48678588,1065,61
48678588,0787,53
48678588,2169,87
46111321,1226,49
46111321,1299,60
46111321,2465,92
46111321,2469,85
46111321,2267,83
46111321,1004,92
46111321,1008,79
46111321,0396,96
46111321,2303,71
46111321,1336,58
46111321,2846,57
46111321,2051,96
46111321,2557,38
46111321,2341,93
46111321,2757,31
46111321,0072,41
46111321,0933,47
46111321,3099,51
46111321,1558,48
46111321,3623,92
76994654,0391,44
76994654,0480,57
76994654,1083,99
76994654,1851,63
76994654,1837,92
76994654,0022,66
76994654,2352,98
76994654,2969,96
76994654,3629,77
76994654,3368,40
76994654,2745,30
76994654,0253,54
76994654,1163,72
76994654,0056,34
76994654,2388,87
76994654,2923,61
76994654,1180,73
76994654,1528,75
76994654,1313,56
76994654,1466,74
14594204,1318,64
14594204,3189,56
14594204,0336,76
14594204,3295,63
14594204,2393,45
14594204,3371,44
14594204,3344,50
14594204,3202,64
14594204,2585,80
14594204,1674,64
14594204,3265,46
14594204,2963,97
14594204,1990,89
14594204,2731,94
14594204,2478,81
14594204,3607,42
14594204,0800,90
14594204,3610,42
14594204,1334,47
14594204,1040,30
23452986,1516,43
23452986,1963,60
23452986,1054,68
23452986,0816,93
23452986,1953,51
23452986,2291,60
23452986,0439,72
23452986,2140,82
23452986,1765,31
23452986,2948,66
23452986,1399,32
23452986,1067,97
23452986,3229,67
23452986,0897,58
23452986,0243,93
23452986,1314,78
23452986,0054,50
23452986,0878,85
23452986,3583,49
23452986,0129,81
70827372,3252,88
70827372,3088,74
70827372,2183,42
70827372,1599,80
70827372,0409,51
70827372,1927,76
70827372,1094,81
70827372,1875,43
70827372,0524,48
70827372,1189,94
70827372,3630,97
70827372,0021,100
70827372,2651,50
70827372,1582,74
70827372,0997,83
70827372,2078,51
70827372,2954,44
70827372,1435,38
70827372,1371,88
70827372,1301,50
39622628,1942,31
39622628,1125,31
39622628,1223,66
39622628,0524,77
39622628,1026,93
39622628,3606,48
39622628,1041,94
39622628,0432,74
39622628,2890,30
39622628,1331,93
39622628,3067,51
39622628,2101,94
39622628,1568,51
39622628,3227,69
39622628,3167,37
39622628,1903,48
39622628,3129,60
39622628,3381,69
39622628,1524,62
39622628,0454,85
39333088,0534,78
39333088,1367,82
39333088,0962,97
39333088,3319,40
39333088,3130,96
39333088,3021,52
39333088,1872,34
39333088,2981,68
39333088,1100,51
39333088,1750,57
39333088,0535,100
39333088,1574,89
39333088,0402,49
39333088,2355,41
39333088,1924,38
39333088,0623,94
39333088,2097,74
39333088,1815,35
39333088,0793,33
39333088,3220,32
72677102,0907,56
72677102,2364,61
72677102,1511,90
72677102,3336,93
72677102,1760,65
72677102,0093,76
72677102,0579,85
72677102,3123,40
72677102,2635,74
72677102,1023,91
72677102,0328,76
72677102,0512,70
72677102,3273,44
72677102,2887,62
72677102,1276,40
72677102,2975,83
72677102,3113,88
72677102,0089,60
72677102,2053,76
72677102,3277,62
18115234,0674,47
18115234,2580,60
18115234,1993,30
18115234,2421,43
18115234,2256,34
18115234,1349,74
18115234,2644,41
18115234,1387,48
18115234,2731,87
18115234,2079,30
18115234,2565,44
18115234,3320,73
18115234,1716,54
18115234,3373,58
18115234,2486,45
18115234,1557,39
18115234,1658,74
18115234,1447,50
18115234,2040,93
18115234,2110,40
35483990,0402,30
35483990,2075,63
35483990,2097,75
35483990,3252,53
35483990,1295,88
35483990,0603,39
35483990,2755,77
35483990,3362,38
35483990,0786,89
35483990,0528,41
35483990,0951,31
35483990,0651,30
35483990,0192,68
35483990,0582,59
35483990,2753,38
35483990,1673,58
35483990,2470,60
35483990,2288,33
35483990,3446,41
35483990,1896,87
77504524,1163,86
77504524,1773,68
77504524,1811,83
77504524,1755,62
77504524,2689,39
77504524,1529,86
77504524,1387,82
77504524,3327,93
77504524,0917,64
77504524,1862,36
77504524,0577,90
77504524,0776,77
77504524,1267,40
77504524,2644,80
77504524,1698,63
77504524,0910,63
77504524,0690,43
77504524,0865,91
77504524,0049,37
77504524,2712,64
98699127,3208,42
98699127,1794,65
98699127,1735,55
98699127,3357,79
98699127,2193,42
98699127,2899,62
98699127,3549,61
98699127,3675,65
98699127,0994,78
98699127,1788,57
98699127,2098,70
98699127,2571,95
98699127,1072,59
98699127,2852,35
98699127,3321,98
98699127,2217,100
98699127,2103,44
98699127,2629,98
98699127,1632,75
98699127,3619,93
68843764,0767,91
68843764,1373,93
68843764,3398,38
68843764,2221,68
68843764,1643,53
68843764,2593,49
68843764,2861,65
68843764,3443,100
68843764,3098,95
68843764,2745,75
68843764,1356,33
68843764,0827,68
68843764,1377,60
68843764,3548,50
68843764,1514,44
68843764,2018,66
68843764,1775,74
68843764,2835,33
68843764,2697,51
68843764,2736,90
42720384,0553,41
42720384,1814,97
42720384,2905,60
42720384,3653,32
42720384,2951,35
